snapshot_id,asset_id,as_of_date,asset_type,department,location,assigned_to,is_unassigned,asset_status,health_at_snapshot,age_years,warranty_days_remaining,open_issues_count,open_critical_or_high_issues,issues_opened_90d,maintenance_open_or_scheduled,maintenance_completed_365d,days_since_last_maintenance,rolling_error_count_30d,avg_cpu_temp_c,has_thermal_reading,reported_uptime_pct,risk_event_30d,risk_event_90d,label_horizon_days
AST-043_2024-02-01,AST-043,2024-02-01,Desktop,Finance,Floor 4,Bob Lee,0,Active,Fair,3.5,-1,4,0,5,2,4,42,5,62.2,1,99.6,1,1,30
AST-144_2024-04-13,AST-144,2024-04-13,Laptop,HR,Floor 1,Alice Tan,0,Active,Fair,3.7,-1,0,0,5,1,1,53,6,69.9,1,96.7,0,1,30
AST-199_2024-01-22,AST-199,2024-01-22,Desktop,IT,Floor 3,Bob Lee,0,Active,Needs Attention,2.6,715,5,5,5,0,2,154,0,59.8,1,98.6,1,1,30
AST-041_2024-01-28,AST-041,2024-01-28,Desktop,Finance,Floor 5,Daniel Kim,0,Active,Excellent,5.4,-1,2,0,0,2,1,143,1,55.4,1,98.4,1,1,30
AST-112_2024-05-09,AST-112,2024-05-09,Printer,Marketing,Floor 2,Linda Park,0,Active,Needs Attention,4.3,737,2,1,3,2,3,39,7,-1.0,0,94.7,1,1,30
AST-059_2024-01-02,AST-059,2024-01-02,Laptop,IT,Floor 2,Daniel Kim,0,Active,Needs Attention,3.4,-1,3,2,6,2,3,151,10,54.5,1,95.3,1,1,30
AST-001_2024-06-26,AST-001,2024-06-26,Printer,Finance,Floor 2,Unassigned,1,Active,Needs Attention,5.1,200,5,2,3,2,3,200,5,-1.0,0,97.9,1,1,30
AST-012_2024-01-30,AST-012,2024-01-30,Laptop,Marketing,Floor 4,Sarah Lim,0,Active,Needs Attention,1.3,119,5,2,3,0,2,128,8,79.0,1,98.6,1,1,30
AST-003_2024-04-19,AST-003,2024-04-19,Printer,Marketing,Floor 1,Tom White,0,Active,Needs Attention,6.8,-1,5,4,2,0,1,130,5,-1.0,0,97.0,1,1,30
AST-102_2024-03-13,AST-102,2024-03-13,Laptop,HR,Floor 2,Chris Tan,0,Active,Excellent,3.8,554,5,1,6,2,1,178,1,57.6,1,96.2,1,1,30
AST-014_2024-05-01,AST-014,2024-05-01,Laptop,IT,Floor 1,Sarah Lim,0,Active,Needs Attention,6.7,-1,0,0,6,1,1,189,10,54.5,1,96.3,1,1,30
AST-275_2024-06-15,AST-275,2024-06-15,Desktop,Marketing,Floor 4,Alice Tan,0,Active,Excellent,6.2,263,2,1,6,1,0,144,1,51.1,1,94.1,0,1,30
AST-110_2024-02-12,AST-110,2024-02-12,Printer,Sales,Floor 1,Tom White,0,Active,Needs Attention,1.9,-1,2,2,6,2,3,95,5,-1.0,0,99.4,1,1,30
AST-278_2024-03-07,AST-278,2024-03-07,Laptop,Finance,Floor 5,Unassigned,1,Active,Needs Attention,2.3,-1,5,2,1,2,4,174,10,60.1,1,97.1,1,1,30
AST-183_2024-05-07,AST-183,2024-05-07,Desktop,Sales,Floor 5,John Smith,0,Active,Fair,4.8,755,0,0,4,2,1,131,5,74.4,1,95.3,1,1,30
AST-149_2024-01-08,AST-149,2024-01-08,Printer,HR,Floor 5,Alice Tan,0,Active,Needs Attention,1.7,-1,2,2,5,2,2,16,8,-1.0,0,97.1,1,1,30
AST-296_2024-02-28,AST-296,2024-02-28,Desktop,IT,Floor 5,Unassigned,1,Active,Excellent,4.9,-1,0,0,3,0,0,0,0,73.9,1,95.7,0,0,30
AST-020_2024-03-13,AST-020,2024-03-13,Desktop,Finance,Floor 5,Tom White,0,Active,Needs Attention,0.9,-1,1,0,2,0,0,64,9,64.6,1,95.1,1,1,30
AST-040_2024-03-16,AST-040,2024-03-16,Laptop,Sales,Floor 1,Kevin Wu,0,Active,Good,6.2,518,4,0,4,1,4,184,2,69.2,1,94.1,0,1,30
AST-030_2024-02-10,AST-030,2024-02-10,Desktop,IT,Floor 1,Linda Park,0,Active,Needs Attention,2.7,456,0,0,4,0,5,14,8,83.7,1,98.8,1,1,30
AST-257_2024-03-02,AST-257,2024-03-02,Desktop,HR,Floor 4,Bob Lee,0,Active,Needs Attention,4.3,648,0,0,3,1,3,25,7,52.7,1,99.9,1,1,30
AST-049_2024-01-26,AST-049,2024-01-26,Desktop,Marketing,Floor 1,Linda Park,0,Active,Good,2.6,-1,5,0,4,0,0,115,2,76.2,1,97.7,0,1,30
AST-189_2024-04-28,AST-189,2024-04-28,Printer,Finance,Floor 2,Alice Tan,0,Active,Good,5.2,172,5,0,2,1,2,31,3,-1.0,0,97.0,0,1,30
AST-086_2024-01-09,AST-086,2024-01-09,Printer,Marketing,Floor 2,Kevin Wu,0,Active,Excellent,5.5,387,2,0,1,1,0,72,1,-1.0,0,94.2,0,0,30
AST-093_2024-01-10,AST-093,2024-01-10,Printer,Sales,Floor 2,Unassigned,1,Active,Needs Attention,5.4,-1,3,3,5,2,5,113,0,-1.0,0,94.0,1,1,30
AST-124_2024-04-27,AST-124,2024-04-27,Laptop,Sales,Floor 2,Unassigned,1,Active,Needs Attention,2.2,108,5,3,0,0,1,37,7,54.6,1,97.5,1,1,30
AST-122_2024-05-12,AST-122,2024-05-12,Laptop,IT,Floor 1,Daniel Kim,0,Active,Fair,2.4,-1,1,0,1,2,1,27,5,77.5,1,97.3,1,1,30
AST-185_2024-01-23,AST-185,2024-01-23,Printer,Finance,Floor 2,Maria Lopez,0,Active,Needs Attention,4.5,-1,3,2,6,0,5,169,5,-1.0,0,99.7,1,1,30
AST-061_2024-03-28,AST-061,2024-03-28,Desktop,IT,Floor 3,Tom White,0,Active,Fair,5.9,440,0,0,6,0,4,66,5,75.8,1,96.9,0,1,30
AST-105_2024-01-07,AST-105,2024-01-07,Desktop,Sales,Floor 2,Emma Roy,0,Active,Needs Attention,1.2,-1,5,3,2,1,3,146,4,53.3,1,95.9,1,1,30
AST-156_2024-06-01,AST-156,2024-06-01,Printer,HR,Floor 2,Ravi Kumar,0,Active,Needs Attention,1.9,-1,4,3,2,0,1,170,4,-1.0,0,96.1,1,1,30
AST-247_2024-05-10,AST-247,2024-05-10,Desktop,Finance,Floor 2,John Smith,0,Active,Excellent,6.9,-1,5,1,2,2,2,79,1,69.6,1,96.8,1,1,30
AST-013_2024-01-20,AST-013,2024-01-20,Laptop,HR,Floor 5,Sarah Lim,0,Active,Needs Attention,3.6,419,4,2,4,1,0,77,8,75.9,1,95.8,1,1,30
AST-162_2024-05-08,AST-162,2024-05-08,Printer,IT,Floor 1,Sarah Lim,0,Active,Fair,5.8,290,3,1,0,2,0,137,4,-1.0,0,95.5,1,1,30
AST-140_2024-04-12,AST-140,2024-04-12,Laptop,HR,Floor 3,Emma Roy,0,Active,Good,6.4,643,1,0,6,1,4,182,2,78.8,1,98.9,0,1,30
AST-062_2024-05-04,AST-062,2024-05-04,Printer,Sales,Floor 2,Alice Tan,0,Active,Needs Attention,1.7,-1,5,4,3,0,3,28,0,-1.0,0,98.2,1,1,30
AST-072_2024-01-14,AST-072,2024-01-14,Printer,Finance,Floor 3,Unassigned,1,Active,Excellent,0.8,506,1,0,1,1,4,22,1,-1.0,0,95.6,0,0,30
AST-221_2024-01-21,AST-221,2024-01-21,Printer,HR,Floor 1,John Smith,0,Active,Good,6.5,-1,2,0,0,0,4,9,2,-1.0,0,99.9,0,0,30
AST-181_2024-06-28,AST-181,2024-06-28,Printer,IT,Floor 2,Ravi Kumar,0,Active,Needs Attention,1.2,-1,1,1,6,0,2,21,8,-1.0,0,97.3,1,1,30
AST-054_2024-04-06,AST-054,2024-04-06,Laptop,IT,Floor 2,Maria Lopez,0,Active,Needs Attention,2.3,10,1,0,5,2,4,71,7,70.5,1,94.9,1,1,30
AST-039_2024-02-11,AST-039,2024-02-11,Desktop,Sales,Floor 2,Unassigned,1,Active,Needs Attention,3.4,465,3,1,0,2,5,171,9,56.9,1,99.2,1,1,30
AST-282_2024-06-04,AST-282,2024-06-04,Desktop,Sales,Floor 3,Daniel Kim,0,Active,Needs Attention,4.8,-1,0,0,5,1,4,155,9,64.9,1,98.5,1,1,30
AST-204_2024-04-05,AST-204,2024-04-05,Desktop,Marketing,Floor 1,Kevin Wu,0,Active,Fair,3.0,748,1,0,4,2,2,178,4,68.2,1,96.4,1,1,30
AST-032_2024-01-06,AST-032,2024-01-06,Printer,Marketing,Floor 1,Ravi Kumar,0,Active,Needs Attention,1.8,-1,4,3,4,0,1,79,4,-1.0,0,99.2,1,1,30
AST-010_2024-02-11,AST-010,2024-02-11,Desktop,Sales,Floor 4,John Smith,0,Active,Needs Attention,5.7,-1,0,0,0,1,0,96,10,51.8,1,99.5,1,1,30
AST-237_2024-01-16,AST-237,2024-01-16,Laptop,IT,Floor 2,Tom White,0,Active,Needs Attention,2.9,-1,4,2,4,1,2,68,8,68.2,1,96.2,1,1,30
AST-143_2024-06-09,AST-143,2024-06-09,Desktop,HR,Floor 1,John Smith,0,Active,Fair,5.8,-1,2,1,5,1,2,115,5,77.4,1,95.5,0,1,30
AST-043_2024-05-13,AST-043,2024-05-13,Desktop,Finance,Floor 5,Kevin Wu,0,Active,Excellent,4.6,377,0,0,4,1,2,109,0,51.3,1,96.1,0,0,30
AST-273_2024-02-20,AST-273,2024-02-20,Desktop,Sales,Floor 4,Linda Park,0,Active,Needs Attention,5.7,385,5,2,0,0,0,50,0,74.4,1,96.4,1,1,30
AST-126_2024-04-06,AST-126,2024-04-06,Printer,HR,Floor 3,Tom White,0,Active,Needs Attention,1.5,661,3,3,4,2,2,200,7,-1.0,0,98.5,1,1,30
AST-025_2024-03-05,AST-025,2024-03-05,Laptop,Marketing,Floor 4,Unassigned,1,Active,Needs Attention,5.2,388,0,0,5,2,2,20,7,82.0,1,94.1,1,1,30
AST-231_2024-02-19,AST-231,2024-02-19,Printer,HR,Floor 2,Maria Lopez,0,Active,Needs Attention,1.5,-1,4,4,3,2,1,131,0,-1.0,0,98.2,1,1,30
AST-279_2024-01-11,AST-279,2024-01-11,Printer,Marketing,Floor 4,Unassigned,1,Active,Needs Attention,3.5,-1,4,2,1,0,5,32,0,-1.0,0,95.0,1,1,30
AST-231_2024-02-09,AST-231,2024-02-09,Printer,HR,Floor 1,Linda Park,0,Active,Needs Attention,5.8,438,5,2,0,1,1,175,2,-1.0,0,95.4,1,1,30
AST-057_2024-04-19,AST-057,2024-04-19,Laptop,IT,Floor 1,Chris Tan,0,Active,Needs Attention,3.7,-1,4,2,2,1,3,164,3,76.3,1,99.8,1,1,30
AST-194_2024-03-13,AST-194,2024-03-13,Laptop,HR,Floor 3,Unassigned,1,Active,Good,0.7,-1,1,0,4,2,3,76,2,59.7,1,96.9,1,1,30
AST-244_2024-03-23,AST-244,2024-03-23,Laptop,Marketing,Floor 1,Maria Lopez,0,Active,Excellent,5.0,-1,3,1,2,2,2,189,1,69.9,1,98.3,1,1,30
AST-115_2024-01-17,AST-115,2024-01-17,Desktop,IT,Floor 4,Unassigned,1,Active,Good,2.4,113,4,0,5,2,2,169,3,68.7,1,98.3,1,1,30
AST-196_2024-02-19,AST-196,2024-02-19,Printer,HR,Floor 3,Bob Lee,0,Active,Needs Attention,6.2,420,4,3,0,1,0,159,0,-1.0,0,98.8,1,1,30
AST-006_2024-04-20,AST-006,2024-04-20,Laptop,Sales,Floor 5,John Smith,0,Active,Needs Attention,4.8,428,4,2,0,0,2,24,0,79.1,1,99.7,1,1,30
AST-147_2024-01-21,AST-147,2024-01-21,Desktop,IT,Floor 1,Tom White,0,Active,Excellent,2.8,-1,1,1,3,0,3,26,0,71.8,1,99.9,0,0,30
AST-170_2024-01-20,AST-170,2024-01-20,Laptop,Finance,Floor 1,Bob Lee,0,Active,Fair,3.7,320,0,0,2,0,2,26,4,58.0,1,99.0,0,0,30
AST-083_2024-02-28,AST-083,2024-02-28,Desktop,Marketing,Floor 5,Unassigned,1,Active,Needs Attention,3.6,661,2,2,4,2,5,56,3,83.3,1,97.9,1,1,30
AST-103_2024-01-06,AST-103,2024-01-06,Desktop,Marketing,Floor 3,Emma Roy,0,Active,Excellent,0.5,15,3,1,3,2,2,52,0,74.4,1,96.6,1,1,30
AST-087_2024-02-27,AST-087,2024-02-27,Printer,HR,Floor 2,Kevin Wu,0,Active,Good,1.8,19,3,0,1,2,0,63,3,-1.0,0,95.5,1,1,30
AST-237_2024-04-09,AST-237,2024-04-09,Laptop,IT,Floor 5,Bob Lee,0,Active,Needs Attention,3.2,-1,3,1,3,2,5,21,10,78.0,1,96.6,1,1,30
AST-090_2024-04-05,AST-090,2024-04-05,Laptop,Marketing,Floor 2,Kevin Wu,0,Active,Needs Attention,1.1,-1,4,4,6,2,1,39,8,81.7,1,94.3,1,1,30
AST-227_2024-05-04,AST-227,2024-05-04,Laptop,HR,Floor 1,Kevin Wu,0,Active,Needs Attention,4.7,-1,4,4,5,2,2,30,5,54.8,1,97.0,1,1,30
AST-097_2024-03-20,AST-097,2024-03-20,Printer,Finance,Floor 1,Maria Lopez,0,Active,Good,1.4,-1,1,1,4,1,1,195,2,-1.0,0,98.8,0,0,30
AST-104_2024-01-30,AST-104,2024-01-30,Desktop,Sales,Floor 3,Kevin Wu,0,Active,Needs Attention,2.5,175,4,3,2,2,1,96,3,73.8,1,95.8,1,1,30
AST-204_2024-02-01,AST-204,2024-02-01,Desktop,Marketing,Floor 2,Maria Lopez,0,Active,Needs Attention,0.5,-1,3,0,3,1,5,185,8,76.2,1,98.1,1,1,30
AST-228_2024-01-07,AST-228,2024-01-07,Laptop,Finance,Floor 5,Alice Tan,0,Active,Needs Attention,2.3,465,3,3,3,2,4,8,10,68.1,1,95.6,1,1,30
AST-234_2024-03-27,AST-234,2024-03-27,Laptop,Marketing,Floor 5,Unassigned,1,Active,Needs Attention,3.9,-1,3,2,6,0,1,32,3,68.7,1,99.6,1,1,30
AST-205_2024-01-21,AST-205,2024-01-21,Desktop,Marketing,Floor 2,Tom White,0,Active,Needs Attention,3.4,439,5,2,3,0,4,0,4,84.1,1,94.9,1,1,30
AST-202_2024-06-09,AST-202,2024-06-09,Desktop,IT,Floor 5,Kevin Wu,0,Active,Needs Attention,1.3,580,3,3,1,2,1,3,0,66.7,1,94.1,1,1,30
AST-195_2024-04-07,AST-195,2024-04-07,Printer,Finance,Floor 1,Tom White,0,Active,Fair,5.9,-1,2,1,3,1,2,164,4,-1.0,0,96.5,0,0,30
AST-206_2024-04-26,AST-206,2024-04-26,Desktop,Marketing,Floor 2,Sarah Lim,0,Active,Needs Attention,1.6,-1,3,2,5,1,1,22,3,69.5,1,98.9,1,1,30
AST-252_2024-02-29,AST-252,2024-02-29,Desktop,Marketing,Floor 3,Unassigned,1,Active,Needs Attention,6.4,523,4,3,5,1,2,5,6,83.9,1,96.9,1,1,30
AST-245_2024-06-11,AST-245,2024-06-11,Printer,Sales,Floor 5,Linda Park,0,Active,Fair,4.5,-1,2,1,3,1,4,183,6,-1.0,0,98.5,0,0,30
AST-106_2024-06-29,AST-106,2024-06-29,Desktop,IT,Floor 1,Bob Lee,0,Active,Fair,0.6,106,3,0,2,1,3,188,4,76.1,1,97.9,0,0,30
AST-028_2024-02-06,AST-028,2024-02-06,Printer,Finance,Floor 2,Unassigned,1,Active,Needs Attention,6.0,-1,4,2,4,1,1,4,9,-1.0,0,98.4,1,1,30
AST-066_2024-03-31,AST-066,2024-03-31,Desktop,HR,Floor 5,Tom White,0,Active,Needs Attention,3.6,129,5,3,5,1,1,68,6,61.5,1,99.7,1,1,30
AST-196_2024-01-07,AST-196,2024-01-07,Printer,HR,Floor 2,Linda Park,0,Active,Needs Attention,5.5,544,3,3,0,0,0,189,2,-1.0,0,98.4,1,1,30
AST-248_2024-06-29,AST-248,2024-06-29,Laptop,IT,Floor 2,Kevin Wu,0,Active,Needs Attention,6.6,-1,4,3,2,2,4,149,0,71.5,1,96.4,1,1,30
AST-231_2024-05-16,AST-231,2024-05-16,Printer,HR,Floor 3,Unassigned,1,Active,Needs Attention,1.4,227,0,0,6,0,2,152,10,-1.0,0,96.4,1,1,30
AST-120_2024-01-15,AST-120,2024-01-15,Desktop,Marketing,Floor 5,Sarah Lim,0,Active,Needs Attention,4.5,698,4,3,5,2,0,82,10,83.4,1,96.9,1,1,30
AST-136_2024-03-06,AST-136,2024-03-06,Desktop,Sales,Floor 1,Emma Roy,0,Active,Needs Attention,2.3,-1,2,1,3,1,0,21,9,73.8,1,98.6,1,1,30
AST-111_2024-06-14,AST-111,2024-06-14,Laptop,HR,Floor 4,Unassigned,1,Active,Needs Attention,4.2,744,1,1,2,1,5,70,9,77.0,1,98.3,1,1,30
AST-202_2024-05-14,AST-202,2024-05-14,Desktop,IT,Floor 1,Unassigned,1,Active,Fair,5.4,-1,1,0,6,0,5,102,4,74.4,1,99.3,0,1,30
AST-047_2024-03-22,AST-047,2024-03-22,Laptop,HR,Floor 1,Daniel Kim,0,Active,Excellent,5.8,192,2,1,3,0,5,134,0,83.1,1,98.7,0,0,30
AST-140_2024-06-12,AST-140,2024-06-12,Laptop,HR,Floor 3,Sarah Lim,0,Active,Needs Attention,1.3,467,3,2,6,1,2,199,8,59.1,1,95.2,1,1,30
AST-240_2024-05-16,AST-240,2024-05-16,Desktop,Marketing,Floor 5,Unassigned,1,Active,Good,1.7,-1,2,1,5,1,3,71,2,50.8,1,95.6,0,1,30
AST-127_2024-02-02,AST-127,2024-02-02,Laptop,Sales,Floor 3,Unassigned,1,Active,Fair,5.6,42,2,0,1,2,2,63,6,82.5,1,94.3,1,1,30
AST-095_2024-01-23,AST-095,2024-01-23,Laptop,Finance,Floor 1,Ravi Kumar,0,Active,Needs Attention,0.7,-1,4,3,6,0,0,89,6,59.7,1,98.4,1,1,30
AST-179_2024-03-19,AST-179,2024-03-19,Laptop,IT,Floor 5,Maria Lopez,0,Active,Excellent,6.7,765,2,0,6,2,5,58,1,70.3,1,96.5,1,1,30
AST-193_2024-06-28,AST-193,2024-06-28,Desktop,Finance,Floor 5,Unassigned,1,Active,Fair,0.9,-1,2,0,5,0,1,105,5,78.0,1,94.2,0,1,30
AST-227_2024-02-24,AST-227,2024-02-24,Laptop,HR,Floor 5,Unassigned,1,Active,Excellent,0.8,-1,0,0,2,1,1,77,1,69.9,1,99.7,0,0,30
AST-127_2024-05-08,AST-127,2024-05-08,Laptop,Sales,Floor 5,Kevin Wu,0,Active,Needs Attention,4.9,-1,2,0,4,0,3,131,9,82.5,1,96.0,1,1,30
AST-214_2024-04-26,AST-214,2024-04-26,Laptop,HR,Floor 3,Daniel Kim,0,Active,Fair,2.0,-1,0,0,0,0,2,105,5,55.6,1,97.4,0,0,30
AST-157_2024-01-14,AST-157,2024-01-14,Laptop,Finance,Floor 1,Sarah Lim,0,Active,Needs Attention,2.9,337,5,2,6,0,5,162,7,54.0,1,99.5,1,1,30
AST-269_2024-02-21,AST-269,2024-02-21,Laptop,IT,Floor 5,Ravi Kumar,0,Active,Fair,4.4,549,5,1,4,2,4,181,5,61.2,1,98.1,1,1,30
AST-243_2024-05-01,AST-243,2024-05-01,Printer,Marketing,Floor 5,Bob Lee,0,Active,Needs Attention,4.1,269,5,2,2,0,0,153,5,-1.0,0,98.9,1,1,30
AST-276_2024-06-13,AST-276,2024-06-13,Desktop,Marketing,Floor 3,Maria Lopez,0,Active,Needs Attention,6.0,-1,1,1,4,1,3,190,8,83.6,1,97.1,1,1,30
AST-293_2024-02-26,AST-293,2024-02-26,Desktop,Sales,Floor 2,Unassigned,1,Active,Needs Attention,2.9,135,1,0,6,2,4,95,10,54.9,1,95.4,1,1,30
AST-249_2024-01-01,AST-249,2024-01-01,Printer,Marketing,Floor 5,Emma Roy,0,Active,Excellent,6.7,-1,2,1,2,1,5,35,1,-1.0,0,94.4,0,0,30
AST-278_2024-05-25,AST-278,2024-05-25,Laptop,Finance,Floor 3,Tom White,0,Active,Needs Attention,4.3,585,3,2,4,1,0,166,3,79.7,1,98.2,1,1,30
AST-018_2024-03-28,AST-018,2024-03-28,Desktop,Sales,Floor 4,John Smith,0,Active,Fair,2.2,-1,0,0,0,0,5,96,6,70.6,1,98.1,0,0,30
AST-111_2024-05-13,AST-111,2024-05-13,Laptop,HR,Floor 4,Tom White,0,Active,Needs Attention,1.7,-1,4,2,0,1,4,106,5,53.5,1,97.5,1,1,30
AST-068_2024-03-12,AST-068,2024-03-12,Printer,IT,Floor 2,Daniel Kim,0,Active,Needs Attention,4.6,671,4,4,2,1,5,118,3,-1.0,0,94.0,1,1,30
AST-100_2024-06-21,AST-100,2024-06-21,Laptop,Marketing,Floor 2,Sarah Lim,0,Active,Needs Attention,5.6,640,3,2,0,0,4,59,3,71.0,1,94.3,1,1,30
AST-282_2024-04-28,AST-282,2024-04-28,Desktop,Sales,Floor 5,Emma Roy,0,Active,Excellent,2.3,670,1,0,5,1,5,118,1,73.7,1,96.2,0,1,30
AST-198_2024-04-16,AST-198,2024-04-16,Desktop,Sales,Floor 2,Unassigned,1,Active,Needs Attention,4.1,-1,5,2,4,2,2,148,0,68.9,1,98.1,1,1,30
AST-051_2024-05-09,AST-051,2024-05-09,Laptop,IT,Floor 3,Tom White,0,Active,Needs Attention,3.3,361,0,0,3,1,5,121,8,52.8,1,98.7,1,1,30
AST-276_2024-01-03,AST-276,2024-01-03,Desktop,Marketing,Floor 3,Unassigned,1,Active,Needs Attention,0.6,529,2,0,5,0,0,111,9,53.7,1,94.8,1,1,30
AST-091_2024-06-02,AST-091,2024-06-02,Desktop,HR,Floor 1,Bob Lee,0,Active,Fair,4.8,-1,0,0,5,2,5,94,6,52.3,1,98.9,1,1,30
AST-084_2024-06-11,AST-084,2024-06-11,Desktop,Finance,Floor 5,Kevin Wu,0,Active,Excellent,2.8,57,4,1,5,0,5,133,0,62.1,1,99.7,0,1,30
AST-046_2024-06-25,AST-046,2024-06-25,Desktop,Sales,Floor 2,Daniel Kim,0,Active,Needs Attention,1.8,-1,5,2,2,2,0,8,2,53.8,1,95.4,1,1,30
AST-019_2024-05-21,AST-019,2024-05-21,Desktop,HR,Floor 5,Emma Roy,0,Active,Needs Attention,3.5,-1,3,2,5,0,2,125,0,66.2,1,95.3,1,1,30
AST-221_2024-01-11,AST-221,2024-01-11,Printer,HR,Floor 5,Emma Roy,0,Active,Needs Attention,4.8,657,4,4,0,0,2,127,6,-1.0,0,96.0,1,1,30
AST-104_2024-02-26,AST-104,2024-02-26,Desktop,Sales,Floor 2,Alice Tan,0,Active,Fair,4.3,127,0,0,3,1,4,149,5,73.0,1,99.3,0,0,30
AST-043_2024-03-20,AST-043,2024-03-20,Desktop,Finance,Floor 3,Unassigned,1,Active,Needs Attention,4.7,401,0,0,6,0,1,178,8,72.8,1,96.2,1,1,30
AST-267_2024-01-27,AST-267,2024-01-27,Printer,Marketing,Floor 4,Kevin Wu,0,Active,Fair,4.4,231,5,1,5,2,3,92,5,-1.0,0,95.7,1,1,30
AST-242_2024-03-05,AST-242,2024-03-05,Printer,Finance,Floor 3,Alice Tan,0,Active,Needs Attention,4.3,-1,1,0,2,1,5,59,8,-1.0,0,99.8,1,1,30
AST-192_2024-05-11,AST-192,2024-05-11,Laptop,Marketing,Floor 5,Kevin Wu,0,Active,Needs Attention,1.6,44,3,3,3,2,0,22,0,77.7,1,95.0,1,1,30
AST-086_2024-04-08,AST-086,2024-04-08,Printer,Marketing,Floor 5,Linda Park,0,Active,Fair,1.7,-1,4,0,1,0,3,22,4,-1.0,0,99.8,0,1,30
AST-169_2024-02-17,AST-169,2024-02-17,Laptop,Marketing,Floor 3,Sarah Lim,0,Active,Needs Attention,1.4,557,4,3,5,1,2,101,7,69.1,1,94.7,1,1,30
AST-111_2024-02-09,AST-111,2024-02-09,Laptop,HR,Floor 2,Chris Tan,0,Active,Needs Attention,2.8,165,4,3,1,0,3,72,4,71.1,1,98.8,1,1,30
AST-250_2024-03-21,AST-250,2024-03-21,Laptop,Marketing,Floor 1,Emma Roy,0,Active,Needs Attention,2.2,576,2,1,0,1,2,178,7,82.9,1,95.1,1,1,30
AST-075_2024-05-25,AST-075,2024-05-25,Desktop,HR,Floor 2,Unassigned,1,Active,Fair,4.0,-1,0,0,2,2,4,43,4,51.4,1,99.5,1,1,30
AST-146_2024-04-13,AST-146,2024-04-13,Printer,Marketing,Floor 5,Sarah Lim,0,Active,Needs Attention,4.7,-1,5,2,0,2,2,90,7,-1.0,0,95.3,1,1,30
AST-065_2024-06-03,AST-065,2024-06-03,Laptop,Finance,Floor 5,Daniel Kim,0,Active,Good,3.8,112,0,0,6,2,2,85,3,68.7,1,98.9,1,1,30
AST-047_2024-04-21,AST-047,2024-04-21,Laptop,HR,Floor 1,Maria Lopez,0,Active,Fair,6.2,-1,2,0,1,2,0,48,5,56.3,1,94.4,1,1,30
AST-282_2024-02-23,AST-282,2024-02-23,Desktop,Sales,Floor 4,Unassigned,1,Active,Needs Attention,5.7,361,5,3,3,2,2,165,4,52.0,1,95.1,1,1,30
AST-088_2024-03-27,AST-088,2024-03-27,Laptop,HR,Floor 3,Kevin Wu,0,Active,Fair,5.9,479,0,0,1,1,3,68,6,69.9,1,97.1,0,0,30
AST-027_2024-06-01,AST-027,2024-06-01,Laptop,Finance,Floor 4,Sarah Lim,0,Active,Needs Attention,2.7,694,0,0,3,1,4,42,10,75.8,1,97.9,1,1,30
AST-001_2024-04-27,AST-001,2024-04-27,Printer,Finance,Floor 2,Daniel Kim,0,Active,Needs Attention,4.4,318,4,3,3,2,5,115,4,-1.0,0,94.8,1,1,30
AST-217_2024-03-20,AST-217,2024-03-20,Printer,Sales,Floor 4,Sarah Lim,0,Active,Needs Attention,0.7,-1,5,2,5,0,1,121,10,-1.0,0,99.5,1,1,30
AST-025_2024-01-24,AST-025,2024-01-24,Laptop,Marketing,Floor 3,John Smith,0,Active,Needs Attention,2.9,-1,4,0,6,0,2,94,10,63.6,1,99.2,1,1,30
AST-046_2024-06-20,AST-046,2024-06-20,Desktop,Sales,Floor 1,Unassigned,1,Active,Needs Attention,2.3,527,5,1,1,1,4,161,9,76.6,1,94.2,1,1,30
AST-206_2024-04-08,AST-206,2024-04-08,Desktop,Marketing,Floor 2,Daniel Kim,0,Active,Needs Attention,4.6,257,5,5,4,0,5,100,5,81.0,1,97.8,1,1,30
AST-174_2024-01-01,AST-174,2024-01-01,Printer,HR,Floor 4,Chris Tan,0,Active,Fair,5.4,-1,0,0,2,2,5,63,5,-1.0,0,99.4,1,1,30
AST-048_2024-05-23,AST-048,2024-05-23,Laptop,HR,Floor 2,Linda Park,0,Active,Excellent,3.1,754,0,0,3,1,2,169,1,74.2,1,95.3,0,0,30
AST-015_2024-04-29,AST-015,2024-04-29,Printer,HR,Floor 4,Unassigned,1,Active,Needs Attention,5.2,-1,0,0,1,2,5,45,8,-1.0,0,99.2,1,1,30
AST-004_2024-05-20,AST-004,2024-05-20,Printer,Finance,Floor 2,Tom White,0,Active,Needs Attention,2.9,708,5,4,6,0,5,152,3,-1.0,0,99.4,1,1,30
AST-101_2024-04-29,AST-101,2024-04-29,Desktop,HR,Floor 5,Unassigned,1,Active,Good,2.2,-1,1,0,4,0,3,22,2,81.2,1,96.0,0,0,30
AST-153_2024-06-01,AST-153,2024-06-01,Printer,Sales,Floor 4,Emma Roy,0,Active,Needs Attention,4.0,-1,5,2,4,1,2,71,1,-1.0,0,97.9,1,1,30
AST-197_2024-03-11,AST-197,2024-03-11,Printer,Marketing,Floor 4,Chris Tan,0,Active,Fair,3.3,29,5,0,3,2,4,16,6,-1.0,0,95.6,1,1,30
AST-018_2024-06-25,AST-018,2024-06-25,Desktop,Sales,Floor 4,Kevin Wu,0,Active,Needs Attention,4.7,222,5,3,2,2,0,197,3,83.5,1,94.6,1,1,30
